,id,neighborhood,latitude,longitude,price,size_in_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet
660,7597113,Downtown Dubai,25.191404,55.27389599999999,1775000,1420,2,2,Medium,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
370,7522806,Dubai Marina,25.073778,55.132888,1670000,1366,2,3,Medium,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
566,7584264,DIFC,25.211032,55.28205,2600000,2119,3,4,Low,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1245,7659849,Dubai Marina,25.090418,55.14874,1150000,1300,2,3,Medium,False,True,True,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
181,7399734,Business Bay,25.183133,55.25658000000001,1400000,864,1,2,Medium,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False
787,7612748,Town Square,25.01057,55.289787,914888,916,2,3,Low,True,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
621,7590879,Dubai Marina,25.072375,55.136286,1450000,848,1,1,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
746,7607199,Jumeirah Beach Residence,25.083858,55.138714,8000000,2587,3,4,Medium,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1660,7687510,Jumeirah Village Circle,25.052742,55.20799399999999,999000,1574,2,3,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
862,7622333,Business Bay,25.184483,55.292343,1110888,669,0,1,Medium,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
1752,7695293,Downtown Dubai,25.201718,55.270983,2500000,1329,2,3,Medium,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
296,7498240,Dubai Hills Estate,25.099132,55.243982,1051888,727,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
819,7616755,Downtown Dubai,25.192975,55.281314,1250000,967,1,2,Low,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
461,7554714,Palm Jumeirah,25.10355,55.168509,15830000,3554,3,4,Medium,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1284,7662438,World Trade Center,25.226577,55.289442,2800000,2937,3,4,Medium,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1121,7650806,Jumeirah Village Circle,25.046296,55.200783,660600,675,1,2,Ultra,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True
377,7524528,Downtown Dubai,25.198796,55.271342,3900000,1978,3,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1049,7643739,DIFC,25.211032,55.28205,1250000,942,1,2,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
105,7256229,Jumeirah Village Circle,25.049282,55.205381,890000,1400,1,2,Low,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
126,7285066,Downtown Dubai,25.194935,55.282665,2200000,1447,2,2,Low,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1432,7670401,Dubai Marina,25.086376,55.14736,1400000,616,1,1,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1091,7647263,DIFC,25.206412,55.275199,3950000,2621,3,3,Medium,False,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
355,7515784,Business Bay,25.183515,55.26667,605000,513,0,1,Medium,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1544,7679359,Downtown Dubai,25.198316,55.270758,1900000,1300,2,3,Medium,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
682,7599902,Downtown Dubai,25.195483,55.271797,4294888,1636,3,4,Medium,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
948,7630980,Jumeirah Lake Towers,25.063302,55.137728,570000,900,1,2,Low,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
792,7612974,Dubai Marina,25.086575,55.147768000000006,1890000,1277,2,2,Medium,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False
209,7428862,DIFC,25.212018,55.278772,2050000,1724,2,3,Low,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
910,7626812,Jumeirah Beach Residence,25.077072,55.134233,850000,760,0,1,Medium,False,True,True,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
140,7334033,Downtown Dubai,25.194547,55.282429,3400000,1566,2,3,Medium,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
1370,7667924,Jumeirah Village Circle,25.04866,55.20955,759000,895,2,3,Medium,False,True,True,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False
1273,7661301,The Views,25.09072,55.170186,680000,430,0,1,Medium,False,True,True,False,True,True,False,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,False,False,False,True,True,False
1004,7638162,Dubai Marina,25.087251,55.145574,2990000,1746,3,4,Medium,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False
1525,7678170,Jumeirah Lake Towers,25.078148,55.148277,1253980,1378,2,3,High,False,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False
1288,7662880,Business Bay,25.180861,55.279295,1602000,1349,3,3,High,False,False,True,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,False,True,False,True
1080,7646247,Greens,25.090455,55.174096,1120000,1286,2,2,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
711,7602634,Dubai Harbour,25.09938,55.141275,4222888,1968,3,4,Low,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
1228,7658097,Downtown Dubai,25.197316,55.274196,2700000,2056,2,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
785,7612290,Dubai Marina,25.087979,55.146464,1600000,2455,2,4,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
780,7611510,DIFC,25.207533,55.277978,4100000,2440,2,3,Medium,False,False,True,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
10,6473651,Downtown Dubai,25.198796,55.271342,3550000,1918,3,4,Low,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1618,7685807,Dubai Marina,25.08333,55.144753,1000000,660,1,2,Medium,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1512,7677301,Dubai Harbour,25.099744,55.14145500000001,1900000,1139,2,2,High,False,True,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,False
282,7493701,Palm Jumeirah,25.110559,55.137575,2800000,2250,3,4,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False
291,7498085,Downtown Dubai,25.193703,55.271223,2700000,1300,2,3,Low,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
754,7608478,Dubai Marina,25.087147,55.14668100000001,1490000,616,0,1,High,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False
626,7591869,Remraam,25.007476,55.253035,475000,1157,1,1,Medium,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
855,7621319,The Hills,25.078492,55.15864200000001,4000000,2035,3,4,Medium,True,True,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
782,7611788,Downtown Dubai,25.19752,55.270168000000005,1275000,1282,2,3,Low,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,7295340,Dubai Hills Estate,25.109367,55.247980000000005,2300000,1953,3,5,High,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
1120,7650799,Jumeirah Village Circle,25.050227,55.21335,692503,751,1,2,Ultra,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True
323,7499189,Umm Suqeim,25.137198,55.189006000000006,2008000,1348,2,3,Medium,False,True,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
